Datum,Wohnungsart,Zimmeranzahl,Wohnungsgrösse_m2,Verkaufspreis,Wohnungs_Adresse
2022-12-11,n/a,"3,5 Zimmer",86 m²,CHF 688 000.—,"1964 Conthey, VS"
2022-12-11,n/a,"3,5 Zimmer",85 m²,CHF 478 000.—,"1964 Conthey, VS"
2022-12-11,n/a,"3,5 Zimmer",87 m²,CHF 740 000.—,"1964 Conthey, VS"
2022-12-11,n/a,"3,5 Zimmer",85 m²,CHF 463 000.—,"1964 Conthey, VS"
2022-12-11,n/a,"4,5 Zimmer",101 m²,CHF 626 510.—,"1920 Martigny, VS"
2022-12-11,n/a,"3,5 Zimmer",85 m²,CHF 454 000.—,"1964 Conthey, VS"
2022-12-11,n/a,"3,5 Zimmer",85 m²,CHF 463 000.—,"1964 Conthey, VS"
2022-12-11,n/a,"3,5 Zimmer",87 m²,CHF 620 000.—,"1964 Conthey, VS"
2022-12-11,n/a,"4,5 Zimmer",110 m²,CHF 550 000.—,"4500 Solothurn, SO"
2022-12-11,n/a,"4,5 Zimmer",125 m²,CHF 960 000.—,"Burgmatte 1, 6208 Oberkirch LU, LU"
2022-12-11,n/a,"4,5 Zimmer",95 m²,CHF 780 000.—,"Burgmatte 1, 6208 Oberkirch LU, LU"
2022-12-11,n/a,"4,5 Zimmer",121 m²,CHF 880 000.—,"Martisackerweg 29, 4203 Grellingen, BL"
2022-12-11,n/a,4 Zimmer,80 m²,CHF 565 000.—,"Dorfstrasse 14B, 5626 Hermetschwil-Staffeln, AG"
2022-12-11,n/a,"3,5 Zimmer",112 m²,CHF 920 000.—,"Martisackerweg 29, 4203 Grellingen, BL"
2022-12-11,n/a,"4,5 Zimmer",121 m²,CHF 880 000.—,"Martisackerweg 29, 4203 Grellingen, BL"
2022-12-11,n/a,"4,5 Zimmer",112 m²,CHF 920 000.—,"Martisackerweg 29, 4203 Grellingen, BL"
2022-12-11,n/a,"4,5 Zimmer",106 m²,CHF 690 000.—,"Rösslimatte 20, 3627 Heimberg, BE"
2022-12-11,n/a,"3,5 Zimmer",98 m²,CHF 530 000.—,"3960 Corin-de-la-Crête, VS"
2022-12-11,n/a,"2,5 Zimmer",59 m²,CHF 325 000.—,"3960 Corin-de-la-Crête, VS"
2022-12-11,n/a,9 Zimmer,318 m²,CHF 11 300 000.—,"Rue de Ransou 58, 1936 Verbier, VS"
2022-12-11,n/a,"4,5 Zimmer",90 m²,CHF 430 000.—,"3960 Sierre, VS"
2022-12-11,n/a,"5,5 Zimmer",110 m²,CHF 510 000.—,"Hausmattweg 23, 4663 Aarburg, AG"
2022-12-11,n/a,"5,5 Zimmer",147 m²,CHF 995 000.—,"Hofmannstrasse 24, 8405 Winterthur, ZH"
2022-12-11,n/a,"5,5 Zimmer",130 m²,CHF 531 000.—,"3904 Naters, VS"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 710 000.—,"Strada ai Boschi 46, 6991 Neggio, TI"
2022-12-11,n/a,3 Zimmer,70 m²,CHF 590 000.—,"Oberwiesenstrasse 6, 8472 Seuzach, ZH"
2022-12-11,n/a,"4,5 Zimmer",116 m²,CHF 1 320 000.—,"1814 La Tour-de-Peilz, VD"
2022-12-11,n/a,6 Zimmer,172 m²,CHF 980 000.—,"1350 Orbe, VD"
2022-12-11,n/a,"4,5 Zimmer",131 m²,CHF 1 140 000.—,"8222 Beringen, SH"
2022-12-11,n/a,3 Zimmer,68 m²,CHF 390 000.—,"Lichtenstrasse 48, 3954 Leukerbad, VS"
2022-12-11,n/a,"4,5 Zimmer",128 m²,CHF 980 000.—,"In der Matte 12, 6460 Altdorf UR, UR"
2022-12-11,n/a,"2,5 Zimmer",82 m²,CHF 580 000.—,"In der Matte 10, 6460 Altdorf UR, UR"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 500 000.—,"Via Campione, 6816 Bissone, TI"
2022-12-11,n/a,"3,5 Zimmer",76 m²,CHF 775 000.—,"Obstgartenstrasse 21, 8302 Kloten, ZH"
2022-12-11,n/a,"3,5 Zimmer",100 m²,CHF 920 000.—,"Talstrasse 42G, 7270 Davos Platz, GR"
2022-12-11,Neubau,"3,5 Zimmer",72 m²,CHF 385 000.—,"3400 Burgdorf, BE"
2022-12-11,Neubau,"4,5 Zimmer",120 m²,CHF 795 000.—,"Städtchenstrasse 97, 7320 Sargans, SG"
2022-12-11,n/a,"3,5 Zimmer",74 m²,CHF 450 000.—,"Bahnhofmatten 15, 5502 Hunzenschwil, AG"
2022-12-11,n/a,"2,5 Zimmer",58 m²,CHF 690 000.—,"Brämabüelstrasse 6, 7270 Davos Platz, GR"
2022-12-11,n/a,"3,5 Zimmer",108 m²,CHF 490 000.—,"Wilenstrasse 23a, 9532 Rickenbach b. Wil, TG"
2022-12-11,n/a,"4,5 Zimmer",156 m²,CHF 1 980 000.—,"Churerstrasse 16, 8808 Pfäffikon SZ, SZ"
2022-12-11,n/a,3 Zimmer,69 m²,CHF 509 000.—,"Via Industria 6B, 6900 Lugano, TI"
2022-12-11,n/a,"6,5 Zimmer",175 m²,CHF 1 195 000.—,"Am Aabach 1, 8344 Bäretswil, ZH"
2022-12-11,n/a,"5,5 Zimmer",149 m²,CHF 890 000.—,"Richtergasse 2a, 5742 Kölliken, AG"
2022-12-11,n/a,3 Zimmer,110 m²,CHF 1 150 000.—,"Waldeckweg 21, 4102 Binningen, BL"
2022-12-11,n/a,"3,5 Zimmer",100 m²,CHF 830 000.—,"Flugbrunnenstrasse 15, 3065 Bolligen, BE"
2022-12-11,n/a,"4,5 Zimmer",95 m²,CHF 850 000.—,"Bernstrasse 94, 3072 Ostermundigen, BE"
2022-12-11,n/a,"5,5 Zimmer",126 m²,CHF 535 000.—,"Hauptstrasse 51, 2554 Meinisberg, BE"
2022-12-11,n/a,"5,5 Zimmer",142 m²,CHF 595 000.—,"Hauptstrasse 51, 2554 Meinisberg, BE"
2022-12-11,n/a,"4,5 Zimmer",122 m²,CHF 545 000.—,"Hauptstrasse 51, 2554 Meinisberg, BE"
2022-12-11,n/a,"3,5 Zimmer",86 m²,CHF 670 000.—,"Seefeldstrasse 5, 6048 Horw, LU"
2022-12-11,n/a,"4,5 Zimmer",108 m²,CHF 710 000.—,"Auweg 44, 3627 Heimberg, BE"
2022-12-11,n/a,"4,5 Zimmer",119 m²,CHF 1 390 000.—,"Eichrainstrasse 21, 8052 Zürich, ZH"
2022-12-11,n/a,6 Zimmer,175 m²,CHF 1 450 000.—,"Hohstrasse 10, 8302 Kloten, ZH"
2022-12-11,n/a,"4,5 Zimmer",121 m²,CHF 620 000.—,"3904 Naters, VS"
2022-12-11,n/a,3 Zimmer,99 m²,CHF 650 000.—,"Via Ghiringhelli 18, 6500 Bellinzona, TI"
2022-12-11,n/a,3 Zimmer,99 m²,CHF 650 000.—,"Via Ghiringhelli 18, 6500 Bellinzona, TI"
2022-12-11,n/a,"2,5 Zimmer",70 m²,CHF 479 000.—,"3916 Ferden, VS"
2022-12-11,n/a,"5,5 Zimmer",104 m²,CHF 975 000.—,"Mädergutstrasse 23, 3018 Bern, BE"
2022-12-11,n/a,"8,5 Zimmer",246 m²,CHF 2 650 000.—,"Therwilerstrasse 29, 4104 Oberwil BL, BL"
2022-12-11,n/a,"3,5 Zimmer",107 m²,CHF 1 550 000.—,"1260 Nyon, VD"
2022-12-11,n/a,"5,5 Zimmer",132 m²,CHF 1 135 000.—,"Chemin de Prapion 8, 2520 La Neuveville, BE"
2022-12-11,n/a,"5,5 Zimmer",132 m²,CHF 660 000.—,"Rue des Forgerons 5, 2942 Alle, JU"
2022-12-11,n/a,"4,5 Zimmer",153 m²,CHF 980 000.—,"Rue des peupliers 16, 1400 Yverdon-les-Bains, VD"
2022-12-11,n/a,"5,5 Zimmer",175 m²,CHF 1 545 000.—,"Kirchenfeldstrasse 28, 5630 Muri AG, AG"
2022-12-11,n/a,"4,5 Zimmer",255 m²,CHF 2 440 000.—,"Via delle Vigne, 6648 Minusio, TI"
2022-12-11,n/a,"4,5 Zimmer",135 m²,CHF 665 000.—,"3930 Visp, VS"
2022-12-11,n/a,"3,5 Zimmer",100 m²,CHF 510 000.—,"3930 Visp, VS"
2022-12-11,n/a,"4,5 Zimmer",111 m²,CHF 650 000.—,"Tannenweg 17, 3073 Gümligen, BE"
2022-12-11,n/a,"5,5 Zimmer",143 m²,CHF 690 000.—,"Rue des Forgerons 5, 2942 Alle, JU"
2022-12-11,n/a,"3,5 Zimmer",90 m²,CHF 595 000.—,"Rue du Jura 3, 2525 Le Landeron, NE"
2022-12-11,n/a,"4,5 Zimmer",115 m²,CHF 815 000.—,"Kirchweg 7, 5420 Ehrendingen, AG"
2022-12-11,n/a,3 Zimmer,74 m²,CHF 575 000.—,"Chemin des Ecoliers 3, 1816 Chailly-Montreux, VD"
2022-12-11,n/a,"3,5 Zimmer",110 m²,CHF 640 000.—,"Feldstrasse 1, 5605 Dottikon, AG"
2022-12-11,n/a,"3,5 Zimmer",99 m²,CHF 580 000.—,"Bernstrasse 22a, 3303 Jegenstorf, BE"
2022-12-11,n/a,"2,5 Zimmer",65 m²,CHF 355 000.—,"Obermattstrasse 14, 3018 Bern, BE"
2022-12-11,n/a,"4,5 Zimmer",101 m²,CHF 595 000.—,"Zopfweg 17, 5036 Oberentfelden, AG"
2022-12-11,n/a,"4,5 Zimmer",185 m²,CHF 1 950 000.—,"Via Geretta 16, 6900 Paradiso, TI"
2022-12-11,n/a,8 Zimmer,318 m²,CHF 900 000.—,"Rue du Premier-Mars 8, 2206 Les Geneveys-sur-Coffrane, NE"
2022-12-11,n/a,"2,5 Zimmer",65 m²,CHF 665 000.—,"Rue Montolieu 11, 1030 Bussigny, VD"
2022-12-11,n/a,"2,5 Zimmer",116 m²,CHF 490 000.—,"Grand Champsec, 1950 Sion, VS"
2022-12-11,n/a,"4,5 Zimmer",90 m²,CHF 430 000.—,"In der Breiten 7, 2554 Meinisberg, BE"
2022-12-11,n/a,"5,5 Zimmer",249 m²,CHF 1 095 000.—,"1350 Orbe, VD"
2022-12-11,n/a,"5,5 Zimmer",160 m²,CHF 990 000.—,"1923 Les Marécottes, VS"
2022-12-11,n/a,"5,5 Zimmer",125 m²,CHF 300 000.—,"3960 Sierre, VS"
2022-12-11,n/a,"2,5 Zimmer",55 m²,CHF 299 000.—,"6648 Minusio, TI"
2022-12-11,n/a,4 Zimmer,128 m²,CHF 1 425 000.—,"1944 La Fouly VS, VS"
2022-12-11,n/a,"4,5 Zimmer",153 m²,CHF 912 730.—,"1965 Savièse, VS"
2022-12-11,n/a,"4,5 Zimmer",205 m²,CHF 2 227 800.—,"3963 Crans-Montana, VS"
2022-12-11,n/a,"2,5 Zimmer",75 m²,CHF 544 000.—,"3963 Crans-Montana, VS"
2022-12-11,n/a,"2,5 Zimmer",77 m²,CHF 755 000.—,"3963 Crans-Montana, VS"
2022-12-11,n/a,"4,5 Zimmer",240 m²,CHF 2 877 960.—,"3963 Crans-Montana, VS"
2022-12-11,n/a,"2,5 Zimmer",75 m²,CHF 544 000.—,"3963 Crans-Montana, VS"
2022-12-11,n/a,"4,5 Zimmer",118 m²,CHF 505 000.—,"1907 Saxon, VS"
2022-12-11,n/a,"4,5 Zimmer",88 m²,CHF 960 000.—,"1865 Les Diablerets, VD"
2022-12-11,n/a,"2,5 Zimmer",42 m²,CHF 550 000.—,"6900 Massagno, TI"
2022-12-11,n/a,"4,5 Zimmer",106 m²,CHF 798 000.—,"1400 Yverdon-les-Bains, VD"
2022-12-11,n/a,"4,5 Zimmer",101 m²,CHF 720 000.—,"Moosstrasse 19A, 6033 Buchrain, LU"
2022-12-11,n/a,"2,5 Zimmer",63 m²,CHF 295 000.—,"Cadras 4, 7453 Tinizong, GR"
2022-12-11,n/a,"2,5 Zimmer",58 m²,CHF 580 000.—,"Hagenstrasse 1, 6460 Altdorf UR, UR"
2022-12-11,n/a,"3,5 Zimmer",120 m²,Preis auf Anfrage,"Bahnhofstrasse, 3400 Burgdorf, BE"
2022-12-11,n/a,"2,5 Zimmer",55 m²,CHF 490 000.—,"Summer Village 12, 6992 Vernate, TI"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 620 000.—,"Via Brentani 2, 6900 Lugano, TI"
2022-12-11,n/a,"4,5 Zimmer",100 m²,CHF 560 000.—,"3052 Zollikofen, BE"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 785 000.—,"Piazza Architetto Carlo Frasca, 6932 Breganzona, TI"
2022-12-11,n/a,"3,5 Zimmer",78 m²,CHF 430 000.—,"Rosgartenstrasse 3, 7205 Zizers, GR"
2022-12-11,Neubau,"4,5 Zimmer",125 m²,CHF 735 000.—,"Allmend 3, 3504 Oberhünigen, BE"
2022-12-11,n/a,"3,5 Zimmer",85 m²,CHF 760 000.—,"Guldenenstrasse 1, 8610 Uster, ZH"
2022-12-11,n/a,"2,5 Zimmer",61 m²,CHF 595 000.—,"9000 St. Gallen, SG"
2022-12-11,n/a,"4,5 Zimmer",252 m²,CHF 4 300 000.—,"Rue du Petit-Vallon, 3963 Crans-Montana, VS"
2022-12-11,n/a,"4,5 Zimmer",256 m²,CHF 4 200 000.—,"Rue du Petit-Valon, 3963 Crans-Montana, VS"
2022-12-11,n/a,"4,5 Zimmer",139 m²,CHF 995 000.—,"Florahof 14, 8353 Elgg, ZH"
2022-12-11,n/a,"4,5 Zimmer",150 m²,CHF 838 000.—,"Kehrgässli 6, 3550 Langnau im Emmental, BE"
2022-12-11,n/a,"3,5 Zimmer",79 m²,CHF 434 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"3,5 Zimmer",100 m²,CHF 438 000.—,"1957 Ardon, VS"
2022-12-11,n/a,"1,5 Zimmer",53 m²,CHF 276 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"4,5 Zimmer",163 m²,CHF 829 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"2,5 Zimmer",77 m²,CHF 372 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"2,5 Zimmer",77 m²,CHF 372 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"3,5 Zimmer",79 m²,CHF 835 000.—,"1820 Veytaux, VD"
2022-12-11,n/a,"4,5 Zimmer",85 m²,CHF 366 000.—,"Breiten 8B, 3983 Mörel, VS"
2022-12-11,n/a,"3,5 Zimmer",87 m²,CHF 495 000.—,"Löwensteinstrasse 7, 8212 Neuhausen am Rheinfall, SH"
2022-12-11,n/a,"2,5 Zimmer",59 m²,CHF 315 000.—,"Hegenstrasse 16, 3366 Bollodingen, BE"
2022-12-11,n/a,"4,5 Zimmer",121 m²,CHF 940 000.—,"Martisackerweg 29, 4203 Grellingen, BL"
2022-12-11,n/a,"3,5 Zimmer",94 m²,CHF 755 000.—,"Gibelfeldstrasse 48, 2540 Grenchen, SO"
2022-12-11,n/a,"2,5 Zimmer",57 m²,CHF 580 000.—,"Via Ceresio 6, 6926 Montagnola, TI"
2022-12-11,n/a,"3,5 Zimmer",110 m²,CHF 855 000.—,"6500 Bellinzona, TI"
2022-12-11,n/a,"3,5 Zimmer",80 m²,CHF 620 000.—,"1911 Ovronnaz, VS"
2022-12-11,n/a,"5,5 Zimmer",165 m²,CHF 1 265 000.—,"2000 Neuchâtel, NE"
2022-12-11,n/a,"4,5 Zimmer",120 m²,CHF 630 000.—,"Mühleweg 16, 2543 Lengnau BE, BE"
2022-12-11,Neubau,1 Zimmer,46 m²,CHF 127 490.—,"1200 Genève, GE"
2022-12-11,Neubau,1 Zimmer,46 m²,CHF 127 490.—,"8000 Zürich, ZH"
2022-12-11,n/a,"3,5 Zimmer",111 m²,CHF 455 000.—,"Witenwisstrasse 39, 9200 Gossau SG, SG"
2022-12-11,n/a,"4,5 Zimmer",137 m²,CHF 618 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"1,5 Zimmer",45 m²,CHF 218 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"4,5 Zimmer",161 m²,CHF 814 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"3,5 Zimmer",73 m²,CHF 312 000.—,"1957 Ardon, VS"
2022-12-11,n/a,"4,5 Zimmer",114 m²,CHF 590 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"2,5 Zimmer",93 m²,CHF 425 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"3,5 Zimmer",77 m²,CHF 306 100.—,"1957 Ardon, VS"
2022-12-11,n/a,"4,5 Zimmer",128 m²,CHF 555 000.—,"1950 Sion, VS"
2022-12-11,n/a,"4,5 Zimmer",215 m²,CHF 995 000.—,"1971 Grimisuat, VS"
2022-12-11,n/a,"2,5 Zimmer",71 m²,CHF 348 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"4,5 Zimmer",163 m²,CHF 829 000.—,"1958 Uvrier, VS"
2022-12-11,n/a,"2,5 Zimmer",70 m²,CHF 310 000.—,"1950 Sion, VS"
2022-12-11,n/a,"2,5 Zimmer",77 m²,CHF 413 000.—,"1958 Uvrier, VS"
